,Price,Year,Mileage,City,State,Vin,Make,Model,City Rank,State Rank,Vin Rank,Make Rank,Model Rank,Predicted Price
659,8900,2014,52453,West Park, FL,1N4AL3APXEC272219,Nissan,Altima2.5,465,19,659,2,4,19632.44280744234
660,41000,2017,8280,Union City, GA,5TFDW5F11HX587826,Toyota,Tundra,177,1,660,3,58,22614.059851521048
661,11500,2009,290910,Stevens Point, WI,2HJYK16549H502780,Honda,Ridgeline4WD,466,16,661,9,340,2187.7516937490527
662,17500,2015,53168,Meriden, CT,1C3CCCDG7FN530690,Chrysler,200S,467,26,662,7,341,19855.38056930993
663,35990,2015,19885,Madison, WI,JTEBU5JR8F5211249,Toyota,4Runner4x4,209,16,663,3,342,21996.878553004895
664,23988,2014,32695,Birmingham, AL,WBA3B3C56EF545363,BMW,3,468,11,664,13,86,21171.910022759745
665,14488,2016,14551,Miami, FL,JTNKARJEXGJ516578,Scion,iMAutomatic,95,19,665,30,343,22266.202116070323
666,22988,2017,23909,Gridley, CA,1FMCU9G99HUA95619,Ford,Escape4WD,469,9,666,4,148,21906.193623096646
667,49995,2016,39437,Selma, CA,1GNSKJKC3GR136569,Chevrolet,Suburban4WD,470,9,667,0,344,20897.713419051328
668,31999,2017,648,Orlando, FL,1FM5K7F86HGC23082,Ford,ExplorerFWD,51,19,668,4,345,23257.405284359833
669,12876,2014,21425,San Diego, CA,3VWD17AJ1EM207111,Volkswagen,Jetta,131,9,669,16,166,21654.467152954207
670,29000,2015,53571,Lowell, NC,1GTG6BE32F1164218,GMC,CanyonCrew,471,7,670,11,346,19850.69809015328
671,10795,2005,41995,Parker, CO,2C3AA63H45H501647,Chrysler,3004dr,472,14,671,7,27,20363.39918144809
672,16908,2015,25898,Salisbury, MD,5NPE34AF1FH048092,Hyundai,Sonata2.4L,473,25,672,21,282,21859.840916348476
673,18897,2016,35574,Las Vegas, NV,3FA6P0K96GR320280,Ford,FusionTitanium,195,32,673,4,347,20856.043041331097
674,13788,2012,83025,Norfolk, VA,1ZVBP8AM1C5246192,Ford,Mustang2dr,474,12,674,4,348,17652.615790044405
675,13000,2012,62835,Livermore, CA,5NPEB4AC4CH413126,Hyundai,Sonata4dr,475,9,675,21,182,19025.703001249116
676,14440,2013,77423,Crystal Lake, IL,5XYKUDA67DG367808,Kia,SorentoEX,476,2,676,5,349,18084.85029031264
677,42995,2012,22571,Pacific, MO,1FTFW1R68CFA22433,Ford,F-1504WD,477,24,677,4,52,21915.083424948334
678,37250,2015,26199,NORTH HAVEN, CT,WDDHF8JBXFB092530,Mercedes-Benz,E-ClassE350,478,26,678,6,220,21809.446853706388
679,7999,2013,55929,Gower, MO,1FADP3E28DL222739,Ford,FocusSedan,479,24,679,4,210,19583.00559750896
680,29994,2014,36646,Chicago, IL,1C4RJFBG2EC557130,Jeep,Grand,66,2,680,1,42,20375.15900026431
681,13766,2012,13843,Peru, IL,19XFB2F53CE023139,Honda,Civic,480,2,681,9,19,22547.201592177556
682,42950,2017,14127,St. Louis, MO,YV1102AK3H1007220,Volvo,S90T5,450,24,682,17,350,22796.974362402118
683,44995,2016,31306,San Antonio, TX,5LMJJ3JT0GEL09582,Lincoln,Navigator,40,6,683,14,351,21000.800463422045
684,23575,2013,41630,Enid, OK,2G61R5S35D9223082,Cadillac,XTSLuxury,481,0,684,25,352,20761.719653784778
685,27900,2012,83543,Harrison, AR,3C6UD5CL6CG225801,Ram,25004WD,482,38,685,20,195,17536.14540173359
686,14570,2006,108212,ROCHESTER, NY,1GYEK63N66R159694,Cadillac,Escalade4dr,233,31,686,25,353,15454.797228779606
687,20698,2016,33364,Lakeville, MN,JF2GPABC5G8286321,Subaru,CrosstrekPremium,483,8,687,10,81,21209.41896534903
688,12997,2016,39067,Sherwood, AR,1C3CDFBA9GD689084,Dodge,DartSXT,262,38,688,19,67,20504.39912232853
689,23900,2014,38431,Aiea, HI,1G6AB5RX1E0146381,Cadillac,ATS2.0L,484,27,689,25,118,20849.27691009363
690,13597,2017,38609,Livermore, CA,5NPE24AF8HH445627,Hyundai,Sonata2.4L,475,9,690,21,282,20981.32834112725
691,13343,2012,46253,Bowie, MD,1G1RD6E49CU125451,Chevrolet,Volt5dr,485,25,691,0,354,20431.67530442179
692,13430,2014,75001,Nashua, NH,2C4RDGBG9ER193650,Dodge,Grand,486,30,692,19,42,18093.76203992511
693,13378,2014,63844,Hermitage, PA,WMWXM5C57ET933064,MINI,Cooper,487,10,693,28,153,19005.93162934855
694,33980,2015,36795,Cary, NC,1C4RJFCT9FC644391,Jeep,Grand,488,7,694,1,42,20936.48031993742
695,8995,2008,193090,Midway City, CA,JTEEW41A882022181,Toyota,Highlander,489,9,695,3,201,9416.391767709085
696,8995,2012,120298,Merriam, KS,3GNAL2EK9CS639614,Chevrolet,Captiva,463,17,696,0,355,14934.068097656276
697,6649,2003,152556,Valencia, CA,1FMFU18L23LC37882,Ford,Expedition5.4L,490,9,697,4,356,12486.712116779452
698,12900,2011,77654,Shreveport, LA,JN8AZ1MU3BW053440,Nissan,Murano2WD,491,33,698,2,357,18122.759453251634
699,38995,2014,26679,West Covina, CA,1FTFW1CT2EKG49959,Ford,F-1502WD,492,9,699,4,108,21741.102921074795
700,21255,2017,31466,Escondido, CA,KM8SM4HF6HU166942,Hyundai,Santa,143,9,700,21,64,20950.17665524909
701,16990,2017,16885,St Louis, MO,1C4NJPFA7HD116103,Jeep,PatriotLatitude,493,24,701,1,358,22694.16984675986
702,21488,2015,45049,Slidell, LA,2GKALSEK1F6177338,GMC,TerrainFWD,494,33,702,11,90,20389.997137446524
703,8999,2013,87397,Phoenix, AZ,JN8AS5MT7DW019541,Nissan,RogueS,140,18,703,2,226,16892.515206887732
704,13000,2016,45711,Nicholasville, KY,3FA6P0H74GR174399,Ford,FusionSE,242,15,704,4,250,20158.6486330975
705,26490,2015,26382,Plano, TX,JTHBK1GG7F2156382,Lexus,ES,170,6,705,8,51,21339.368316737327
706,29837,2015,33734,Columbus, OH,5FNYF4H3XFB043844,Honda,PilotSE,55,4,706,9,359,20885.94384752985
707,23850,2017,329,COLMAR, PA,JM1BN1M36H1140824,Mazda,Mazda3,495,10,707,15,360,23936.66099489881
708,15999,2014,126763,Malden, MA,JF1GR7E61EG233691,Subaru,Impreza,496,21,708,10,361,14550.407107448174
709,18500,2011,99488,Merrillville, IN,1D7RV1CT3BS532523,Ram,15004WD,206,29,709,20,183,16041.880350572272
710,23727,2017,16341,Vero Beach, FL,1FA6P8TH7H5278923,Ford,MustangEcoBoost,222,19,710,4,202,22295.61660515205
711,4995,2003,175729,Indianapolis, IN,JA4LZ41G03U021198,Mitsubishi,Outlander4dr,59,29,711,34,362,10269.035979981083
712,27981,2014,43197,Hamilton, NJ,WBA3N7C57EF719567,BMW,4,497,20,712,13,363,20748.06893006295
713,15995,2013,53572,Manassas, VA,1HGCR2F52DA247295,Honda,Accord,498,12,713,9,40,19727.425861642798
714,31995,2016,27163,Beverly Hills, CA,JTJYARBZ6G2028297,Lexus,NX,499,9,714,8,17,21700.048323400537
715,81981,2014,12295,Riverside, CA,WP0CA2A98ES140876,Porsche,911Carrera,295,9,715,24,364,22788.89715918069
716,34000,2015,37280,Peoria, IL,5FRYD4H41FB003312,Acura,MDXAWD,500,2,716,31,365,21210.366929128144
717,11997,2011,58434,Muscle Shoals, AL,JN8AS5MT5BW176434,Nissan,RogueFWD,501,11,717,2,281,19540.814686621947
718,25395,2013,79687,El Paso, TX,1FTFW1CF3DFB76106,Ford,F-150SuperCrew,398,6,718,4,8,17654.716132922742
719,9999,2011,99068,Pensacola, FL,1G1ZD5E14BF362173,Chevrolet,Malibu4dr,241,19,719,0,278,16209.032746674677
720,14996,2012,93404,Houston, TX,1GNKVGED8CJ332093,Chevrolet,TraverseAWD,6,6,720,0,366,16411.43687355059
721,7999,2007,42553,Lumberton, NJ,2G1WB58K679349308,Chevrolet,Impala4dr,165,20,721,0,75,20105.26448511565
722,17933,2017,21605,San Mateo, CA,1G1ZE5ST1HF189398,Chevrolet,MalibuLT,88,9,722,0,303,21839.62072743101
723,15991,2010,78531,Jacksonville, FL,1FMEU3BE6AUF02991,Ford,Explorer,205,19,723,4,367,17749.884803185174
724,20900,2016,9896,Lockhart, TX,2T3ZFREVXGW302321,Toyota,RAV4FWD,502,6,724,3,247,23177.778039131706
725,20613,2015,62196,Watertown, CT,5XYKUDA78FG607816,Kia,SorentoEX,503,26,725,5,349,19378.21723160572
726,26991,2015,27332,Fort Mill, SC,1C6RR6KG9FS750513,Ram,"1500Express,",504,41,726,20,173,21831.429998869105
727,19991,2016,31060,Houston, TX,1FMCU0GX7GUB00860,Ford,EscapeFWD,6,6,727,4,89,20875.11829875936
728,32400,2017,29222,Buford, GA,5GAKRBKD9HJ171752,Buick,EnclaveLeather,347,1,728,23,70,21438.7320941573
729,39475,2017,21334,Des Moines, IA,1FT7W2B62HEB36445,Ford,Super,505,44,729,4,68,22224.502330447023
730,15978,2014,22559,El Paso, TX,1VWBT7A38EC103557,Volkswagen,Passat4dr,398,6,730,16,41,21946.57678380458
731,14900,2015,28966,Ankeny, IA,5XXGM4A79FG464367,Kia,OptimaLX,506,44,731,5,13,21602.355746088993
732,10833,2010,69845,St. Petersburg, FL,2D4RN5DX3AR134265,Dodge,Grand,507,19,732,19,42,18547.08719634626
733,19995,2014,31000,Philadelphia, PA,3C6JR6AT1EG290216,Ram,"1500Express,",201,10,733,20,173,21181.428433398843
734,6995,2005,79747,Abington, MA,1J4GL58KX5W680027,Jeep,Liberty4dr,508,21,734,1,368,18012.439011661227
735,23997,2012,20029,Salt Lake City, UT,2C3CDYCJ1CH227819,Dodge,Challenger2dr,429,5,735,19,369,22410.9974904163
736,24538,2014,20351,Scottsdale, AZ,JN1AZ4EH1EM633433,Nissan,370ZCoupe,415,18,736,2,370,22394.01483369433
737,22900,2011,77506,Hermosa Beach, CA,WDDHH8HB8BA436498,Mercedes-Benz,E-Class4dr,509,9,737,6,237,18150.252886634094
738,17085,2016,3840,Christiansburg, VA,1N4AZ0CP4GC300724,Nissan,LEAFS,510,12,738,2,44,23514.009773343012
739,8400,2009,100387,McKinney, TX,4T1BE46K39U369592,Toyota,Camry4dr,511,6,739,3,371,16543.151172538786
740,18074,2015,19849,North Charleston, SC,1FA6P8AM2F5306513,Ford,MustangFastback,512,41,740,4,333,22546.701968513084
741,18995,2007,90523,Los Angeles, CA,3GYFK62897G232915,Cadillac,Escalade,513,9,741,25,230,17153.772256131288
742,11995,2013,36294,Woodland Hills, CA,1FADP3F29DL374074,Ford,FocusSedan,148,9,742,4,210,20759.288601665532
743,23950,2015,17534,Columbus, GA,1VWCV7A32FC035076,Volkswagen,PassatTDI,55,1,743,16,372,22177.324731849807
744,12810,2014,37609,Santa Ana, CA,JTKJF5C7XE3085808,Scion,tC2dr,454,9,744,30,373,21186.38504024614
745,9900,2014,36270,Lubbock, TX,3VW2K7AJ0EM300660,Volkswagen,Jetta,514,6,745,16,166,21205.31378079417
746,37995,2017,5137,CARLSBAD, CA,1GYKNARSXHZ239173,Cadillac,XT5Standard,515,9,746,25,374,23703.61506403548
747,22766,2016,45680,Blackshear, GA,2C3CDXCT1GH227143,Dodge,ChargerRT,516,1,747,19,176,20544.320253069964
748,15700,2014,42274,El Cajon, CA,1HGCR2F39EA149901,Honda,Accord,149,9,748,9,40,20213.458874162323
749,25899,2016,19901,Tallahassee, FL,2FMPK3J90GBC04616,Ford,EdgeSEL,517,19,749,4,46,22360.581740939797
750,31258,2013,88042,Austin, TX,4JGDF7CEXDA166537,Mercedes-Benz,GL-ClassGL450,9,6,750,6,14,16623.298173104802
751,18500,2016,8168,Willoughby Hills, OH,3VWC17AU9GM513286,Volkswagen,Golf,518,4,751,16,375,23483.261271259067
752,27990,2016,32664,St. Peters, MO,WBA8E3C55GK504388,BMW,3,144,24,752,13,86,20985.12458545952
753,24605,2017,22758,Fort Lauderdale, FL,1GNKRGKD2HJ192865,Chevrolet,TraverseFWD,519,19,753,0,123,22229.20929018464
754,14600,2013,59480,Abilene, TX,1FAHP2F83DG114729,Ford,TaurusLimited,319,6,754,4,376,19409.85163477442
755,8000,2010,94899,Chillocothe, OH,1G1ZB5EB2A4131006,Chevrolet,Malibu4dr,520,4,755,0,278,16936.149838912126
756,22750,2012,43328,Devils Lake, ND,1FMHK8D88CGA68260,Ford,Explorer4WD,521,45,756,4,32,20596.04695797477
757,37558,2017,11721,Wichita Falls, TX,5UXWZ7C32H0V91893,BMW,X3sDrive28i,522,6,757,13,295,23188.70087577595
758,12000,2014,40973,DALTON, GA,3N1AB7AP9EY284456,Nissan,SentraS,523,1,758,2,196,20918.82137227025
759,12885,2014,4759,Oswego, NY,1G1PC5SB6E7342870,Chevrolet,Cruze1LT,524,31,759,0,56,23499.54576143243
760,32999,2013,126110,Indianapolis, IN,1GC4K1C83DF138346,Chevrolet,Silverado,59,29,760,0,5,13885.225270986402
761,23770,2015,17109,Tyler, TX,4T1BD1FK1FU169744,Toyota,Camry,23,6,761,3,307,22159.045699491067
762,12333,2015,34652,Redlands, CA,1FADP3F29FL206759,Ford,FocusSedan,525,9,762,4,210,21420.202098327147
763,33991,2014,40745,Chantilly, VA,WBAKN9C5XED680511,BMW,5,14,12,763,13,48,20196.92063336198
764,22000,2015,39975,Raleigh, NC,5XYZU3LA8FG277404,Hyundai,Santa,304,7,764,21,64,20643.261114975452
765,11195,2012,66350,Newport News, VA,2G1WA5E3XC1116637,Chevrolet,ImpalaLS,325,12,765,0,101,18714.72840331289
766,14487,2015,82915,North Olmsted, OH,KM8JUCAG7FU000872,Hyundai,TucsonAWD,526,4,766,21,377,17984.68792429296
767,28995,2015,12081,Elk Grove, CA,JN1BV7AP8FM347319,INFINITI,Q50RWD,527,9,767,22,312,23182.894646311273
768,39796,2012,74265,Leesburg, GA,1FT7W2BT0CEA46984,Ford,Super,528,1,768,4,68,18364.80218707565
769,18500,2014,54281,Jacksonville, FL,5N1AR2MN4EC654500,Nissan,PathfinderSV,205,19,769,2,378,19698.006605322775
770,23979,2002,32503,Indianapolis, IN,1G1YY12S525113750,Chevrolet,Corvette2dr,59,29,770,0,379,21002.55229293275
771,18975,2012,46964,Gainesville, FL,2C3CDYAG3CH259565,Dodge,Challenger2dr,412,19,771,19,369,20477.00207556388
772,17514,2015,24163,Homestead, FL,4T1BF1FK5FU998326,Toyota,CamryXLE,244,19,772,3,129,21805.341340236857
773,24998,2014,40383,Sterling, VA,5FNRL5H62EB127958,Honda,OdysseyEX-L,529,12,773,9,380,21144.028202017274
774,38995,2017,6063,Brownsburg, IN,WAUDNAF4XHN045283,Audi,A4Season,530,29,774,12,381,23722.41464461885
775,22970,2014,34622,St Charles, IL,4T3BK3BB0EU106082,Toyota,"VenzaXLE,",531,2,775,3,382,21577.724947170078
776,15977,2005,126554,Mesa, AZ,JTHBN36F555010359,Lexus,LS,532,18,776,8,383,14682.541573168004
777,17999,2008,94544,Colorado Springs, CO,1J4GA64178L562385,Jeep,Wrangler4WD,16,14,777,1,204,16301.736967883826
778,39972,2014,44849,Middletown, CT,4JGDF7CE3EA301049,Mercedes-Benz,GL-ClassGL450,533,26,778,6,14,20553.542564735668
779,18599,2016,31915,Williamsburg, VA,1HGCT1A70GA010717,Honda,Accord,534,12,779,9,40,21554.393928153313
780,70000,2016,8791,Orland Park, IL,WP1AB2A25GLA97083,Porsche,CayenneS,339,2,780,24,384,23283.800304722656
781,16995,2015,44783,Odessa, TX,1C4NJPFA0FD275171,Jeep,PatriotLatitude,535,6,781,1,358,20836.640270389875
782,21998,2016,31997,Bedford, TX,2C3CCAEG0GH252499,Chrysler,300300C,134,6,782,7,199,21172.20176538585
783,6995,2009,132862,Kingston, NH,JF1GE60679H514696,Subaru,Impreza,536,30,783,10,361,14263.31315908504
784,26980,2014,12017,Killeen, TX,1ZVBP8CF1E5254648,Ford,MustangCoupe,537,6,784,4,385,23281.257887552187
785,13997,2014,28359,Columbus, OH,JM1BM1V71E1154680,Mazda,Mazda3i,55,4,785,15,97,21250.679533878894
786,18995,2015,58901,Schaumburg, IL,5N1AT2MV9FC772822,Nissan,RogueSL,538,2,786,2,190,19678.964780885846
787,24984,2010,65608,Austin, TX,4JGBF8GE6AA585651,Mercedes-Benz,GL-Class4MATIC,9,6,787,6,386,18615.812820120493
788,6999,2004,141650,San Antonio, TX,1GNDT13S842159569,Chevrolet,TrailBlazer4dr,40,6,788,0,387,12964.488836567574
789,24988,2015,29604,Riverside, CA,5FNRL5H40FB061071,Honda,OdysseyEX,295,9,789,9,235,21584.13263731654
790,16600,2016,25256,Old Hickory, TN,KNMAT2MT8GP596701,Nissan,RogueS,395,13,790,2,226,22037.626646860586
791,46995,2016,38015,Blauvelt, NY,5TDJY5G14GS140410,Toyota,Sequoia4X4,539,31,791,3,388,21400.556754522593
792,36899,2017,16051,Golden, CO,1C4RJFBG7HC638340,Jeep,Grand,540,14,792,1,42,22777.01446957556
793,36689,2016,2077,Alachua, FL,1FTFW1EFXGKF27876,Ford,F-1504WD,541,19,793,4,52,23812.436140274473
794,22995,2012,72580,Jacksonville, NC,1C4BJWCG5CL193640,Jeep,Wrangler4WD,205,7,794,1,204,18244.82503751695
795,13340,2011,118902,Johnstown, OH,1FMHK8D83BGA92108,Ford,Explorer4WD,542,4,795,4,32,15100.502696384405
796,9295,2008,103376,Pueblo, CO,4T1BK36BX8U322027,Toyota,Avalon4dr,543,14,796,3,389,16492.398537151097
797,12599,2013,51175,Chicago, IL,JN8AS5MV8DW137664,Nissan,RogueS,66,2,797,2,226,19688.288133454706
798,14900,2014,44324,Charlotte, NC,WMWZB3C51EWM32284,MINI,Cooper,48,7,798,28,153,20132.384100086972
799,28500,2014,47459,Cumming, GA,5FNYF3H94EB003076,Honda,PilotTouring,544,1,799,9,390,20703.44371998149
800,15490,2013,71861,Daytona, FL,KM8SNDHFXDU011981,Hyundai,Santa,545,19,800,21,64,18645.4046379401
801,21450,2015,45857,Framingham, MA,5FNYF4H21FB049880,Honda,PilotLX,546,21,801,9,391,20842.15512395703
802,39500,2016,15471,St. George, UT,WAUF1GFF3G1012415,Audi,S3quattro,547,5,802,12,392,23105.120995457666
803,15444,2013,54056,Mendon, MA,3FA6P0D98DR122096,Ford,FusionTitanium,243,21,803,4,347,19804.10328754175
804,14891,2011,44111,Portland, ME,2FMDK3JC3BBB65110,Ford,Edge4dr,548,46,804,4,393,20941.36939225575
805,28966,2017,23491,Galveston, TX,1GKKNLLAXHZ249448,GMC,AcadiaFWD,549,6,805,11,181,22371.571933538817
806,20362,2017,35981,Katy, TX,1FMCU0J92HUA26243,Ford,EscapeFWD,362,6,806,4,89,21144.247343074563
807,9900,2006,64115,Cypress, TX,1D7HE42N86S640903,Dodge,Dakota2WD,550,6,807,19,394,19414.60308247165
808,28900,2015,36416,Houston, TX,JTHBK1GG7F2189091,Lexus,ES,6,6,808,8,51,20619.404350958182
809,25995,2014,62001,Greenville, TX,5FNYF3H98EB018163,Honda,PilotTouring,132,6,809,9,390,19132.04672161592
810,19419,2014,161284,Tyler, TX,3GTP1UEC7EG116739,GMC,Sierra,23,6,810,11,45,11386.909659491424
811,16995,2014,69219,Brownsburg, IN,1FMCU9G91EUE56174,Ford,EscapeSE,530,29,811,4,216,18972.18465442395
812,23995,2014,41920,Ewing, NJ,JTHBK1GGXE2144046,Lexus,ES,551,20,812,8,51,20896.109120089888
813,17488,2012,34082,Dover, DE,1FMCU9D72CKA41120,Ford,Escape4WD,552,47,813,4,148,21534.046563782416
814,12238,2016,39030,Claremont, CA,5NPDH4AE6GH756022,Hyundai,ElantraLimited,553,9,814,21,140,21205.4783706509
815,28991,2015,53945,Plano, TX,3LN6L2MK9FR621914,Lincoln,MKZBlack,170,6,815,14,395,19804.18871283647
816,6995,2009,104320,Sacramento, CA,JTDJT903995227052,Toyota,Yaris3dr,462,9,816,3,396,16380.709905874328
817,29900,2016,16409,Pittsburgh, PA,1N4AA6AP9GC447621,Nissan,MaximaSL,554,10,817,2,397,23081.445434199923
818,22988,2017,19067,Bloomington, MN,KNDMB5C17H6235906,Kia,SedonaLX,555,8,818,5,116,22686.09191100991
819,46995,2014,35575,Rochelle Park, NJ,WBAYF8C58ED652580,BMW,7,556,20,819,13,398,21650.613774735357
820,9900,2012,112331,Elgin, IL,1FMCU0DG4CKC52654,Ford,EscapeFWD,557,2,820,4,89,15714.934281977956
821,12495,2011,62503,San Antonio, TX,4T4BF3EK1BR196451,Toyota,Camry4dr,40,6,821,3,371,18959.26432243146
822,15331,2015,20251,Port Charlotte, FL,5XXGM4A70FG509731,Kia,OptimaLX,558,19,822,5,13,22512.77870096582
823,21798,2014,30667,Peoria, Az,2HKRM4H76EH603159,Honda,CR-VEX-L,500,48,823,9,131,21752.55149186998
824,17677,2015,42725,Jamaica, NY,5NPE34AF1FH017845,Hyundai,SonataLimited,116,31,824,21,59,20335.130531890278
825,12644,2012,79283,Tallahassee, Fl,5XYKT3A18CG302014,Kia,Sorento2WD,517,49,825,5,169,18186.89378439697
826,35300,2016,27690,Chamblee, GA,5FNRL5H91GB045796,Honda,OdysseyTouring,559,1,826,9,61,22017.902979911447
827,10495,2010,114085,Topeka, KS,1FAHP2FW4AG136720,Ford,Taurus4dr,363,17,827,4,138,15374.026014139228
828,18200,2014,48518,Amarillo, TX,3C4PDCEGXET157880,Dodge,JourneyR/T,560,6,828,19,399,20717.414915486865
829,13895,2012,118902,Charlotte, NC,1HGCP2F66CA017496,Honda,Accord,48,7,829,9,40,14572.70001539978
830,7997,2007,131395,Fort Lauderdale, FL,JNKBV61E87M728223,INFINITI,G35,519,19,830,22,197,14309.231755935174
831,17999,2011,60856,Carlsbad, CA,JF2SHAEC8BH767062,Subaru,Forester4dr,69,9,831,10,400,19162.456790446966
832,13310,2014,44568,Victorville, CA,1FADP3K25EL278790,Ford,FocusHatchback,103,9,832,4,18,20155.52762923429
833,17995,2015,36764,Courtland, MN,1C4NJRFB9FD218049,Jeep,PatriotHigh,561,8,833,1,401,21611.15791037977
834,18750,2014,37919,Baltimore, MD,JHMCR5F7XEC000645,Honda,Accord,562,25,834,9,40,21247.14490180843
835,5950,2010,93869,Worthington, OH,1G1AB5F51A7106568,Chevrolet,Cobalt4dr,563,4,835,0,402,17338.01915879552
836,11412,2015,48225,Fishers, IN,1FADP3F20FL325851,Ford,FocusSedan,564,29,836,4,210,20630.620139985997
837,23795,2013,44668,San Antonio, TX,2LMDJ6JK8DBL40972,Lincoln,MKXMKX,40,6,837,14,403,20361.214330751653
838,19999,2016,36850,Big Stone Gap, VA,1C4PJMCB4GW316587,Jeep,Cherokee4WD,565,12,838,1,404,21634.20374130428
839,42998,2016,22213,Boerne, TX,3C6UR5DL5GG328794,Ram,25004WD,566,6,839,20,195,22563.534078478104
840,36900,2017,12113,Harrison, AR,3C6TR5DT3HG655577,Ram,25004WD,482,38,840,20,195,23221.338004637924
841,14995,2016,39000,Victorville, CA,1G4P15SK7G4131822,Buick,VeranoSedan,103,9,841,23,405,20903.08848157164
842,13995,2014,131247,Columbia, SC,JN8AZ1MW5EW518130,Nissan,MuranoAWD,430,41,842,2,21,14177.156651874955
843,22677,2016,31351,victorville, CA,JF2GPABCXG8279266,Subaru,CrosstrekPremium,567,9,843,10,81,21810.619076320807
844,7995,2005,86608,Winter Park, FL,1FMFU17595LB10584,Ford,Expedition5.4L,568,19,844,4,356,17815.22867550261
845,19995,2014,39890,Crystal Lake, IL,1FMCU9J98EUA29065,Ford,EscapeTitanium,476,2,845,4,406,21292.410109800036
846,23768,2013,29847,Langhorne, PA,5TDBK3EH2DS263502,Toyota,Highlander4X4,12,10,846,3,407,21445.88541630237
847,21995,2016,20344,Tigard, OR,NM0GE9F79G1269771,Ford,Transit,569,28,847,4,408,22885.676368847977
848,23980,2016,38669,Alcoa, TN,1G4GB5G30GF138985,Buick,LaCrosseFWD,570,13,848,23,134,21325.018569542968
849,17000,2014,31973,Maryville, MO,1FMCU0GX5EUC74942,Ford,EscapeSE,571,24,849,4,216,21864.785809757974
850,15195,2016,52681,Augusta, GA,1G1JE5SB3G4135969,Chevrolet,SonicSedan,418,1,850,0,409,20307.07147133242
851,14950,2012,86930,Alexandria, VA,3GYFNGE38CS530182,Cadillac,SRXFWD,572,12,851,25,151,17731.98014937796
852,23798,2010,84014,Blair, NE,1J4BA5H11AL182544,Jeep,Wrangler,126,36,852,1,1,17255.589217855697
853,24990,2017,2351,Clearwater, FL,19UDE2F30HA005514,Acura,ILXAutomatic,573,19,853,31,334,24191.370656860512
854,12495,2007,137306,Sacramento, CA,1GKEV23787J166190,GMC,AcadiaAWD,462,9,854,11,225,13873.062963812336
855,10000,2010,78884,Chesapeake, VA,4M2CN8BG3AKJ10144,Mercury,MarinerFWD,574,12,855,33,410,18514.208108055805
856,6489,2005,176229,Pinellas Park, FL,1J8HR58N95C566775,Jeep,Grand,575,19,856,1,42,10978.65882664439
857,13485,2015,42226,Healdsburg, CA,1C3CCCABXFN741066,Chrysler,200Limited,576,9,857,7,143,21084.119302693478
858,12872,2010,139687,Chesapeake, VA,5J6RE4H78AL014949,Honda,CR-V4WD,574,12,858,9,106,13788.4289716081
859,37979,2014,47194,Gautier, MS,3GTU2VEC1EG389441,GMC,Sierra,577,40,859,11,45,20640.1722089349
860,18250,2011,66391,Louisville, KY,5TDBK3EHXBS046096,Toyota,Highlander4WD,173,15,860,3,411,18956.25885687692
861,4441,2000,144274,Englewood, CO,WBADN5340YGC95988,BMW,5,389,14,861,13,48,13073.066057624834
862,32073,2017,18609,Byron, GA,1FTEW1CF9HFA35204,Ford,F-150XLT,578,1,862,4,412,23070.054921743587
863,20895,2011,92334,Falls Church, VA,4JGBF7BE4BA740247,Mercedes-Benz,GL-Class4MATIC,231,12,863,6,386,17096.36042647456
864,25908,2015,70251,Daphne, AL,1C6RR6LM0FS592390,Ram,"1500SLT,",383,11,864,20,128,18772.253102866674
865,30345,2014,87070,Houston, TX,1GKS1EEF9ER176777,GMC,Yukon2WD,6,6,865,11,189,17090.39926164918
866,27498,2017,1209,Miami, FL,1C4RJEAG9HC903352,Jeep,Grand,95,19,866,1,42,23481.475053844544
867,22999,2015,17783,Johnston, RI,2GNFLHEK6F6189190,Chevrolet,EquinoxAWD,579,35,867,0,10,22820.66718766799
868,27115,2016,16592,Hialeah, FL,5TFRM5F15GX102937,Toyota,Tundra,580,19,868,3,58,22958.07382043607
869,11980,2013,59115,Philadelphia, PA,2HGFB2F58DH564341,Honda,Civic,201,10,869,9,19,19274.491603813352
870,16901,2015,64932,Wakefield, MA,JM3KE4CY0F0446409,Mazda,CX-5Touring,581,21,870,15,413,19644.407885046145
871,15599,2014,24407,Windsor, CO,JF1GPAR66E8246735,Subaru,Impreza,582,14,871,10,361,22596.793213390127
872,19492,2016,17728,Hurst, TX,2T3ZFREV8GW238800,Toyota,RAV4FWD,583,6,872,3,247,23028.578948586703
873,19999,2009,71219,Columbus, OH,3GCEK13C29G234404,Chevrolet,Silverado,55,4,873,0,5,18149.69367417717
874,13995,2013,44483,Honolulu, HI,JN8AS5MT1DW010768,Nissan,RogueSL,449,27,874,2,190,20810.821842701647
875,16530,2014,28215,Buford, GA,3FA6P0SU4ER274403,Ford,Fusion,347,1,875,4,103,21831.758486870698
876,25813,2015,35586,Tucson, AZ,WAUFFAFL7FN016334,Audi,A42.0T,87,18,876,12,414,21209.769105836785
877,9988,2011,82826,Pensacola, FL,4T1BF3EK5BU734059,Toyota,Camry4dr,241,19,877,3,371,17832.933027748644
878,36995,2014,18825,Alexandria, VA,WBA3R5C53EK188268,BMW,4,572,12,878,13,363,23014.499086093336
879,22900,2017,106,Ankeny, IA,3GNCJMSB0HL187200,Chevrolet,TraxFWD,506,44,879,0,170,24207.376523674404
